,Title,CDID
1640,CPIH INDEX: Industrial goods (G) 2005=100                               ,L5JI
1641,CPI 12mth: Primary housing services (S) 2005=100                        ,DKN3
1642,CPIH INDEX: Household goods (G) 2005=100                                ,L5JP
1643,CPI 12mth: Other housing services (S) 2005=100                          ,DKN4
1644,CPIH INDEX: Housing goods (G) 2005=100                                  ,L5JO
1645,CPI 12mth: Travel & transport services (S) 2005=100                     ,DKN5
1646,CPIH INDEX: Clothing & footwear goods (G) 2005=100                      ,L5JN
1647,CPI 12mth: Services for personal transport equipment (S) 2005=100       ,DKN6
1648,CPIH INDEX: Non-energy industrial goods (G) 2005=100                    ,L5JM
1649,CPI 12mth: Recreational & personal services (S) 2005=100                ,DKN7
1650,CPIH INDEX: Recreational goods (G) 2005=100                             ,L5JT
1651,CPIH INDEX: Other recreational & personal services (S) 2005=100         ,L5K5
1652,CPI 12mth: Package holidays & accommodation (S) 2005=100                ,DKN8
1653,"CPIH INDEX: Vehicles, spare parts & accessories (G) 2005=100            ",L5JS
1654,CPIH INDEX: Package holidays & accommodation (S) 2005=100               ,L5K4
1655,CPI 12mth: Other recreational & personal services (S) 2005=100          ,DKN9
1656,"CPIH INDEX: Medical products, appliances & equipment (G) 2005=100       ",L5JR
1657,CPIH INDEX: Recreational & personal services (S) 2005=100               ,L5K3
1658,CPIH INDEX: Water supply; materials for maintenance/repair (G) 2005=100 ,L5JQ
1659,CPIH INDEX: Services for personal transport equipment (S) 2005=100      ,L5K2
1660,CPIH INDEX: Other housing services (S) 2005=100                         ,L5JX
1661,CPIH INDEX: Other recreational goods (G) 2005=100                       ,L5K9
1662,CPIH INDEX: Primary housing services (S) 2005=100                       ,L5JW
1663,CPIH INDEX: Audio-visual goods (G) 2005=100                             ,L5K8
1664,CPIH INDEX: Housing services (S) 2005=100                               ,L5JV
1665,CPIH INDEX: Miscellaneous services (S) 2005=100                         ,L5K7
1666,CPIH INDEX: Miscellaneous goods (G) 2005=100                            ,L5JU
1667,CPIH INDEX: Non-catering recreational & personal services (S) 2005=100  ,L5K6
1668,CPIH INDEX: Travel & transport services (S) 2005=100                    ,L5JZ
1669,CPIH INDEX: Medical services (S) 2005=100                               ,L5JY
1670,CPIH INDEX: Excluding energy (SP) 2005=100                              ,L5KA
1671,CPI 12mth: Household goods (G) 2005=100                                 ,DKM2
1672,CPI 12mth: Water supply; materials for maintenance/repair (G) 2005=100  ,DKM3
1673,"CPI 12mth: Medical products, appliances & equipment (G) 2005=100        ",DKM4
1674,"CPI 12mth: Vehicles, spare parts & accessories (G) 2005=100             ",DKM5
1675,CPI 12mth: Recreational goods (G) 2005=100                              ,DKM6
1676,CPI 12mth: Audio-visual goods (G) 2005=100                              ,DKM7
1677,CPI 12mth: Other recreational goods (G) 2005=100                        ,DKM8
1678,CPI 12mth: Miscellaneous goods (G) 2005=100                             ,DKM9
1679,CPIHY: percentage change over 12 months                                 ,L5IV
1680,CPIHY: Index level (2005=100)                                           ,L5IU
1681,CPIH 12mth: Medical services (S) 2005=100                               ,L5LF
1682,CPIH 12mth: Other housing services (S) 2005=100                         ,L5LE
1683,CPIH 12mth: Primary housing services (S) 2005=100                       ,L5LD
1684,CPIH 12mth: Housing services (S) 2005=100                               ,L5LC
1685,RPI: Percentage change over 12 months - Processed vegetables            ,WSFU
1686,CPIH 12mth: Package holidays & accommodation (S) 2005=100               ,L5LJ
1687,RPI: Percentage change over 12 months - Processed fruit                 ,WSFV
1688,CPIH 12mth: Recreational & personal services (S) 2005=100               ,L5LI
1689,CPIH 12mth: Services for personal transport equipment (S) 2005=100      ,L5LH
1690,CPIH 12mth: Travel & transport services (S) 2005=100                    ,L5LG
1691,CPIH 12mth: Audio-visual goods (G) 2005=100                             ,L5LN
1692,CPI 12mth: Excluding seasonal food (SP) 2005=100                        ,DKP2
1693,CPIH 12mth: Miscellaneous services (S) 2005=100                         ,L5LM
1694,CPI 12mth: Excluding energy & seasonal food (SP) 2005=100               ,DKP3
1695,CPIH 12mth: Non-catering recreational & personal services (S) 2005=100  ,L5LL
1696,CPI 12mth: Excluding alcohol & tobacco (SP) 2005=100                    ,DKP4
1697,Internal purchasing power of the pound (based on RPI): 2007 = 100       ,HT4R
1698,CPIH 12mth: Other recreational & personal services (S) 2005=100         ,L5LK
1699,"CPI 12mth: Excl liquid fuels, vehicle fuels & lubricants (SP) 2005=100  ",DKP5
1700,CPIH 12mth: Excluding seasonal food (SP) 2005=100                       ,L5LR
1701,CPIH 12mth: Non-durables (G) 2005=100                                   ,L5M3
1702,RPI: Percentage change over 12 months - Imported lamb                   ,WSFN
1703,"CPI 12mth: Excl housing, water, elec., gas & other fuels (SP) 2005=100  ",DKP6
1704,"CPIH 12mth: Excluding energy, food, alcohol & tobacco (SP) 2005=100     ",L5LQ
1705,CPIH 12mth: Semi-durables (G) 2005=100                                  ,L5M2
1706,"CPI 12mth: Excl education, health & social protection (SP) 2005=100     ",DKP7
1707,CPIH 12mth: Excluding energy (SP) 2005=100                              ,L5LP
1708,RPI: Percentage change over 12 months - Processed fish                  ,WSFP
1709,"CPI 12mth: Energy, food, alcohol and tobacco (SP) 2005=100              ",DKP8
1710,CPIH 12mth: Other recreational goods (G) 2005=100                       ,L5LO
1711,RPI: Percentage change over 12 months - Potato products                 ,WSFQ
1712,CPI 12mth: Energy and unprocessed food (SP) 2005=100                    ,DKP9
1713,CPIH 12mth: Excluding alcohol & tobacco (SP) 2005=100                   ,L5LV
1714,"CPIH 12mth: Education, health and social protection (SP) 2005=100       ",L5M7
1715,CPIH 12mth: Excluding energy & unprocessed food (SP) 2005=100           ,L5LU
1716,CPIH 12mth: Energy and seasonal food (SP) 2005=100                      ,L5M6
1717,"CPIH 12mth: Excl liquid fuels, vehicle fuels & lubricants (SP) 2005=100 ",L5LT
1718,CPIH 12mth: Energy and unprocessed food (SP) 2005=100                   ,L5M5
1719,CPIH 12mth: Excluding energy & seasonal food (SP) 2005=100              ,L5LS
1720,"CPIH 12mth: Energy, food, alcohol and tobacco (SP) 2005=100             ",L5M4
1721,CPIH 12mth: Durables (G) 2005=100                                       ,L5LZ
1722,CPIH 12mth: Non-seasonal food (G) 2005=100                              ,L5LY
1723,"CPIH 12mth: Excl education, health & social protection (SP) 2005=100    ",L5LX
1724,CPIH 12mth: Miscellaneous & other services (S) 2005=100                 ,L5M9
1725,"CPIH 12mth: Excl housing, water, elec., gas & other fuels (SP) 2005=100 ",L5LW
1726,CPIH 12mth: Excluding tobacco (SP) 2005=100                             ,L5M8
1727,"CPIH INDEX: Excl liquid fuels, vehicle fuels & lubricants (SP) 2005=100 ",L5KE
1728,CPIH INDEX: Excluding energy & seasonal food (SP) 2005=100              ,L5KD
1729,CPIH INDEX: Excluding seasonal food (SP) 2005=100                       ,L5KC
1730,"CPIH INDEX: Excluding energy, food, alcohol & tobacco (SP) 2005=100     ",L5KB
1731,"CPIH INDEX: Excl education, health & social protection (SP) 2005=100    ",L5KI
1732,"CPIH INDEX: Excl housing, water, elec., gas & other fuels (SP) 2005=100 ",L5KH
1733,CPIH INDEX: Excluding alcohol & tobacco (SP) 2005=100                   ,L5KG
1734,CPIH INDEX: Excluding energy & unprocessed food (SP) 2005=100           ,L5KF
1735,CPIH INDEX: Non-durables (G) 2005=100                                   ,L5KM
1736,CPIH INDEX: Semi-durables (G) 2005=100                                  ,L5KL
1737,CPI 12mth: Non-catering recreational & personal services (S) 2005=100   ,DKO2
1738,CPIH INDEX: Durables (G) 2005=100                                       ,L5KK
1739,CPI 12mth: Miscellaneous services (S) 2005=100                          ,DKO3
1740,CPIH INDEX: Non-seasonal food (G) 2005=100                              ,L5KJ
1741,CPI 12mth: Miscellaneous & other services (S) 2005=100                  ,DKO4
1742,"CPIH INDEX: Education, health and social protection (SP) 2005=100       ",L5KQ
1743,"CPIH 12mth: Liquid fuels, vehicle fuels & lubricants (G) 2005=100       ",L5L2
1744,CPI 12mth: Medical services (S) 2005=100                                ,DKO5
1745,CPIH INDEX: Energy and seasonal food (SP) 2005=100                      ,L5KP
1746,"CPI 12mth: Liquid fuels, vehicle fuels & lubricants (G) 2005=100        ",DKO6
1747,CPIH INDEX: Energy and unprocessed food (SP) 2005=100                   ,L5KO
1748,CPI 12mth: Excluding energy (SP) 2005=100                               ,DKO7
1749,"CPIH INDEX: Energy, food, alcohol and tobacco (SP) 2005=100             ",L5KN
1750,"CPI 12mth: Excluding energy, food, alcohol & tobacco (SP) 2005=100      ",DKO8
1751,CPIH 12mth: Processed food & non-alcoholic beverages (G) 2005=100       ,L5KU
1752,CPIH 12mth: Household goods (G) 2005=100                                ,L5L6
1753,CPI 12mth: Excluding energy & unprocessed food (SP) 2005=100            ,DKO9
1754,"CPIH 12mth: Food, alcoholic beverages & tobacco (G) 2005=100            ",L5KT
1755,CPIH 12mth: Housing goods (G) 2005=100                                  ,L5L5
1756,CPIH INDEX: Miscellaneous & other services (S) 2005=100                 ,L5KS
1757,CPIH 12mth: Clothing & footwear goods (G) 2005=100                      ,L5L4
1758,CPIH INDEX: Excluding tobacco (SP) 2005=100                             ,L5KR
1759,CPIH 12mth: Non-energy industrial goods (G) 2005=100                    ,L5L3
1760,CPIH 12mth: Energy (G) 2005=100                                         ,L5KY
1761,CPIH 12mth: Industrial goods (G) 2005=100                               ,L5KX
1762,"CPIH 12mth: Vehicles, spare parts & accessories (G) 2005=100            ",L5L9
1763,CPIH 12mth: Seasonal food (G) 2005=100                                  ,L5KW
1764,"CPIH 12mth: Medical products, appliances & equipment (G) 2005=100       ",L5L8
1765,CPIH 12mth: Unprocessed food (G) 2005=100                               ,L5KV
1766,CPIH 12mth: Water supply; materials for maintenance/repair (G) 2005=100 ,L5L7
1767,"RPI: Ave price - Bread: large wholemeal loaf, sliced, 800g              ",VKYU
1768,"CPIH 12mth: Electricity, gas & misc. energy (G) 2005=100                ",L5KZ
1769,CPIH 12mth: Miscellaneous goods (G) 2005=100                            ,L5LB
1770,CPIH 12mth: Recreational goods (G) 2005=100                             ,L5LA
1771,"RPI: Ave Price - Potatoes, old white, per kg                            ",VKYY
1772,"CPIH wts: Food, alcoholic beverages & tobacco GOODS                     ",L5NP
1773,CPIH wts: Industrial goods GOODS                                        ,L5NT
1774,"CPIH wts: Vehicles, spare parts & accessories GOODS                     ",L5O5
1775,CPIH wts: Seasonal food GOODS                                           ,L5NS
1776,CPIH wts: Medical goods GOODS                                           ,L5O4
1777,CPIH wts: Unprocessed food GOODS                                        ,L5NR
1778,CPIH wts: Water supply; materials for maintenance & repair GOODS        ,L5O3
1779,CPIH wts: Processed food & non-alcoholic beverages GOODS                ,L5NQ
1780,CPIH wts: Household goods GOODS                                         ,L5O2
1781,CPIH wts: Non-energy industrial goods GOODS                             ,L5NX
1782,CPIH wts: Primary housing services SERVICES                             ,L5O9
1783,"CPIH wts: Liquid fuels, vehicle fuels & lubricants GOODS                ",L5NW
1784,CPIH wts: Housing services SERVICES                                     ,L5O8
1785,"CPIH wts: Electricity, gas & misc. energy GOODS                         ",L5NV
1786,CPIH wts: Miscellaneous goods GOODS                                     ,L5O7
1787,CPIH wts: Energy GOODS                                                  ,L5NU
1788,CPIH wts: Recreational goods GOODS                                      ,L5O6
1789,RPI: Leisure services: UK Holidays (Jan 1994=100)                       ,CHMS
1790,RPI: Leisure services: foreign holidays (Jan 1993=100)                  ,CHMQ
1791,CPIH wts: Housing goods GOODS                                           ,L5NZ
1792,CPIH wts: Clothing & footwear goods GOODS                               ,L5NY
1793,CPIH wts: Other housing services SERVICES                               ,L5OA
1794,RPI All Items Index Excl Mortgage Interest (RPIX): Jan 1987=100         ,CHMK
1795,CPIH wts: Recreational & personal services SERVICES                     ,L5OE
1796,CPIH wts: Services for personal transport equipment SERVICES            ,L5OD
1797,CPIH wts: Travel & transport services SERVICES                          ,L5OC
1798,CPIH wts: Medical services (dec 1999=100) SERVICES                      ,L5OB
1799,RPI: Shop Services (Jan 1987=100)                                       ,CHOI
1800,RPI: Utilities (Jan 1987=100)                                           ,CHOH
1801,RPI: All Services (Jan 1987=100)                                        ,CHOG
1802,RPI: All Goods (Jan 1987=100)                                           ,CHOF
1803,CPI 12mth: Energy and seasonal food (SP) 2005=100                       ,DKQ2
1804,"CPI 12mth: Education, health and social protection (SP) 2005=100        ",DKQ3
1805,"CPIH INDEX 04: Housing, water, electricity, gas and other fuels         ",L5PG
1806,RPI: housing: depreciation(Jan 1995=100)                                ,CHOO
1807,RPI: all items exc. morgage interest payments and depreciation (Jan 1987=100),CHON
1808,RPI : Petrol and Oil (including fuel oil) (Jan 1987=100)                ,CHOL
1809,RPI: Other Goods (Jan 1987=100)                                         ,CHOK
1810,RPI: Non-Shop Services (Jan 1987=100)                                   ,CHOJ
1811,CPIH wts: Miscellaneous services SERVICES                               ,L5OI
1812,CPIH wts: Non-catering recreational & personal services SERVICES        ,L5OH
1813,CPIH wts: Other recreational & personal services SERVICES               ,L5OG
1814,CPIH wts: Package holidays & accommodation SERVICES                     ,L5OF
1815,CPIH wts: CPIH excluding seasonal food SPECIAL AGGREGATES               ,L5OM
1816,CPIH wts: CPIH excluding energy SPECIAL AGGREGATES                      ,L5OL
1817,CPIH wts: Other recreational goods GOODS                                ,L5OK
1818,CPIH wts: Audio-visual goods GOODS                                      ,L5OJ
1819,CPIH wts: CPIH excluding alcohol & tobacco SPECIAL AGGREGATES           ,L5OQ
1820,"CPIH wts: Education, health and social protection SPECIAL AGGREGATES    ",L5P2
1821,CPIH wts: CPIH excluding energy & unprocessed food SPECIAL AGGREGATES   ,L5OP
1822,"CPIH wts: CPIH ex. liquid fuels, vehicle fuels & lubricants SPECIAL AGGREGATES",L5OO
1823,CPIH wts: CPIH excluding energy & seasonal food SPECIAL AGGREGATES      ,L5ON
1824,CPIH wts: Durables GOODS                                                ,L5OU
1825,CPIH wts: Non-seasonal food GOODS                                       ,L5OT
1826,CPIH INDEX 04.2: OWNER OCCUPIERS HOUSING COSTS                          ,L5P5
1827,"CPIH wts: CPIH ex. education, health & social protection SPECIAL AGGREGATES",L5OS
1828,CPIH wts: Miscellaneous & other services SERVICES                       ,L5P4
1829,"CPIH wts: CPIH ex. housing, water, elec., gas & other fuels SPECIAL AGGREGATES",L5OR
1830,CPIH wts: CPIH excluding tobacco SPECIAL AGGREGATES                     ,L5P3
1831,CPIH wts: Energy and unprocessed food SPECIAL AGGREGATES                ,L5OY
1832,"CPIH wts: Energy, food, alcohol and tobacco SPECIAL AGGREGATES          ",L5OX
1833,CPIH wts: Non-durables GOODS                                            ,L5OW
1834,CPIH wts: Semi-durables GOODS                                           ,L5OV
1835,CPIH ANNUAL RATE 04.2: OWNER OCCUPIERS HOUSING COSTS 2005=100           ,L5P7
1836,CPIH wts: Energy and seasonal food SPECIAL AGGREGATES                   ,L5OZ
1837,CPIH WEIGHTS 04.2: OWNER OCCUPIERS HOUSING COSTS                        ,L5PA
1838,CPIH INDEX: CPI excluding tobacco                                       ,L5PF
1839,RPI:Weights (parts per 1000) Two-person pensioner - Books and newspapers,CDJH
1840,RPI:Weights (parts per 1000) Fruit                                      ,HKIG
1841,"RPI:Weights (parts per 1000) Two-person pensioner - Toys, photographic & sports",CDJG
1842,RPI:Weights (parts per 1000) Other vegetables                           ,HKIF
1843,RPI:Weights (parts per 1000) Two-person pensioner - Records and tapes   ,CDJF
1844,RPI:Weights (parts per 1000) Two-person pensioner - Audio-visual equipment,CDJE
1845,RPI:Weights (parts per 1000) Two-person pensioner - Other travel costs  ,CDJD
1846,RPI:Weights (parts per 1000) Two-person pensioner - Bus and coach fares ,CDJC
1847,RPI:Weights (parts per 1000) Two-person pensioner - Rail fares          ,CDJB
1848,RPI:Weights (parts per 1000) Two-person pensioner - Vehicles tax and insurance,CDJA
1849,RPI:Weights (parts per 1000) Two-person pensioner - Petrol and oil      ,CDIZ
1850,RPI:Weights (parts per 1000) Two-person pensioner - Maintenance of motor vehicle,CDIY
1851,RPI:Weights (parts per 1000) Two-person pensioner - Purchase of motor vehicles,CDIX
1852,RPI:Percentage change over 12 months - Eggs                             ,CDIW
1853,RPI:Percentage change over 12 months - Cheese                           ,CDIV
1854,RPI:Percentage change over 12 months - Oils and fats                    ,CDIU
1855,RPI:Percentage change over 12 months - Butter                           ,CDIT
1856,RPI:Percentage change over 12 months - fresh fish                       ,CDIS
1857,RPI:Percentage change over 12 months - Fish                             ,CDIR
1858,RPI:Percentage change over 12 months - Other meat                       ,CDIQ
1859,RPI:Percentage change over 12 months - Poultry                          ,CDIP
1860,RPI:Percentage change over 12 months - Bacon                            ,CDIO
1861,RPI:Percentage change over 12 months - Pork                             ,CDIN
1862,RPI:Percentage change over 12 months - home-killed lamb                 ,CDIM
1863,RPI:Percentage change over 12 months - Lamb                             ,CDIL
1864,RPI:Percentage change over 12 months - Beef                             ,CDIK
1865,RPI:Percentage change over 12 months - Biscuits and cakes               ,CDIJ
1866,RPI:Weights (parts per 1000) Two-person pensioner - Leisure services    ,CDKF
1867,RPI:Weights (parts per 1000) Two-person pensioner - Leisure goods       ,CDKE
1868,RPI:Weights (parts per 1000) Two-person pensioner - Fares and other travel costs,CDKD
1869,RPI:Weights (parts per 1000) Two-person pensioner - Motoring expenditure,CDKC
1870,RPI:Weights (parts per 1000) Two-person pensioner - Personal goods and services,CDKB
1871,RPI:Weights (parts per 1000) Fish                                       ,HKHK
1872,RPI:Weights (parts per 1000) Two-person pensioner - Clothing and footwear,CDKA
1873,RPI:Weights (parts per 1000) Two-person pensioner - Household services  ,CDJZ
1874,RPI:Weights (parts per 1000) Two-person pensioner - Household goods     ,CDJY
1875,RPI:Weights (parts per 1000) Two-person pensioner - Fuel and light      ,CDJX
1876,RPI:Weights (parts per 1000) Two-person pensioner - Tobacco             ,CDJV
1877,RPI:Weights (parts per 1000) Two-person pensioner - Alcoholic drink     ,CDJU
1878,RPI:Weights (parts per 1000) Two-person pensioner - Catering            ,CDJT
1879,RPI:Weights (parts per 1000) Two-person pensioner - Food                ,CDJQ
1880,RPI:Weights (parts per 1000) Lamb                                       ,HKIC
1881,RPI:Weights (parts per 1000) Two-person pensioner - Entertainment & other recrea,CDJK
1882,RPI:Weights (parts per 1000) Two-person pensioner - Television licences and rent,CDJJ
1883,RPI:Weights (parts per 1000) Potatoes                                   ,HKIE
1884,RPI:Weights (parts per 1000) Two-person pensioner - Gardening products  ,CDJI
1885,RPI All Items Excl Mortgage Interest (RPIX): Percentage change over 12 months,CDKQ
1886,RPI: Percentage change over 1 month - Food                              ,CDKP
1887,Long term indicator of prices of consumer goods and services (Jan 1974=100),CDKO
1888,RPI: Percentage change over 12 months - Foreign holidays                ,CDKN
1889,RPI: Percentage change over 1 month - Bread                             ,SGDV
1890,RPI: Percentage change over 1 month - Cereals                           ,SGEF
1891,RPI: Percentage change over 1 month - Home-killed lamb                  ,SGEM
1892,RPI: Percentage change over 1 month - Lamb                              ,SGEL
1893,RPI: Percentage change over 1 month - Biscuits and cakes                ,SGEI
1894,RPI: Percentage change over 1 month - Beef                              ,SGEJ
1895,Internal purchasing power of the pound (based on RPI): 1979=100         ,BAML
1896,RPI: Percentage change over 1 month - Milk fresh                        ,SGFX
1897,Internal purchasing power of the pound (based on RPI): 1980=100         ,BAMM
1898,Internal purchasing power of the pound (based on RPI): 1977=100         ,BAMJ
1899,Internal purchasing power of the pound (based on RPI): 1978=100         ,BAMK
1900,RPI: Percentage change over 1 month - Eggs                              ,SGFW
1901,RPI: Percentage change over 1 month - Oils and fats                     ,SGFT
1902,RPI: Percentage change over 1 month - Cheese                            ,SGFU
1903,RPI: Percentage change over 1 month - Milk products                     ,SGGH
1904,RPI: Percentage change over 1 month - Soft drinks                       ,SGGP
1905,RPI: Percentage change over 1 month - Coffee and other hot drinks       ,SGGN
1906,RPI: Percentage change over 1 month - Tea                               ,SGGL
1907,RPI: Percentage change over 1 month - Pork                              ,SGEX
1908,Internal purchasing power of the pound (based on RPI): 1998=100         ,CDQG
1909,RPI: Percentage change over 1 month - Bacon                             ,SGEY
1910,RPI: Percentage change over 1 month - Poultry                           ,SGEZ
1911,RPI: Percentage change over 1 month - Fresh fish                        ,SGFH
1912,RPI: Percentage change over 1 month - Fish                              ,SGFF
1913,RPI: Percentage change over 1 month - Other meat                        ,SGFD
1914,Internal purchasing power of the pound (based on RPI): 1989=100         ,BAMV
1915,Internal purchasing power of the pound (based on RPI): 1990=100         ,BAMW
1916,Internal purchasing power of the pound (based on RPI): 1987=100         ,BAMT
1917,Internal purchasing power of the pound (based on RPI): 1988=100         ,BAMU
1918,RPI: Percentage change over 1 month - Butter                            ,SGFQ
1919,Internal purchasing power of the pound (based on RPI): 1985=100         ,BAMR
1920,Internal purchasing power of the pound (based on RPI): 1986=100         ,BAMS
1921,Internal purchasing power of the pound (based on RPI): 1983=100         ,BAMP
1922,Internal purchasing power of the pound (based on RPI): 1984=100         ,BAMQ
1923,Internal purchasing power of the pound (based on RPI): 1981=100         ,BAMN
1924,Internal purchasing power of the pound (based on RPI): 1982=100         ,BAMO
1925,CPI WEIGHTS 03 : CLOTHING AND FOOTWEAR - est. pre-97                    ,CHZT
1926,"CPI WEIGHTS 02 : ALCOHOLIC DRINKS, TOBACCO AND NARCOTICS - est. pre-97  ",CHZS
1927,CPI WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES -est. pre-97          ,CHZR
1928,CPI WEIGHTS 00 : HICP (Overall index)- estimated pre-97                 ,CHZQ
1929,RPI: Percentage change over 1 month - Restaurant meals                  ,SGHY
1930,RPI: Percentage change over 1 month - Other foods                       ,SGHW
1931,RPI: Percentage change over 1 month - Canteen meals                     ,SGIA
1932,RPI: Percentage change over 1 month - Take-away meals and snacks        ,SGIJ
1933,RPI: Percentage change over 1 month - Wine and spirits                  ,SGIQ
1934,RPI: Percentage change over 1 month - Beer off sales                    ,SGIP
1935,RPI: Percentage change over 1 month - Beer                              ,SGIM
1936,RPI: Percentage change over 1 month - Beer on sales                     ,SGIN
1937,RPI: Percentage change over 1 month - Sugar and preserves               ,SGGY
1938,RPI: SA all items exc. MIPs and indirect taxes (SARPIY): % change over 1 month,CDSO
1939,RPI: SA all items exc. MIPs and indirect taxes (SARPIY): % change over 12 months,CDSL
1940,RPI:Seasonally adjusted all items exc. MIPs and indirect taxes (SARPIY): Indices,CDSK
1941,Annual percentage change of long term indicator of prices of consumer g&s,CDSI
1942,RPI: Percentage change over 1 month - Sweets and chocolates             ,SGHB
1943,RPI: Percentage change over 1 month - Potatoes                          ,SGHC
1944,RPI: Percentage change over 1 month - Vegetables                        ,SGHF
1945,RPI: Percentage change over 1 month - Unprocessed potatoes              ,SGHE
1946,RPI: Percentage change over 1 month - Fruit                             ,SGHR
1947,RPI: Percentage change over 1 month - Fresh fruit                       ,SGHS
1948,CPI WEIGHTS 09 : RECREATION & CULTURE - est. pre-97                     ,CHZZ
1949,CPI WEIGHTS 08 : COMMUNICATION - est. pre-97                            ,CHZY
1950,RPI: Percentage change over 1 month - Other fresh vegetables            ,SGHQ
1951,CPI WEIGHTS 07 : TRANSPORT - est. pre-97                                ,CHZX
1952,CPI WEIGHTS 06 : HEALTH - est. pre-97                                   ,CHZW
1953,"CPI WEIGHTS 05 : FURN, HH EQUIPMENT AND REPAIR OF THE HOUSE - est. pre-97",CHZV
1954,"CPI WEIGHTS 04 : HOUSING, WATER AND FUELS - est. pre-97                 ",CHZU
1955,RPI: Percentage change over 1 month - Imported lamb                     ,WSWB
1956,RPI: Percentage change over 1 month - Processed fruit                   ,WSWS
1957,RPI: Percentage change over 1 month - Processed fish                    ,WSWP
1958,RPI: Percentage change over 1 month - Potato products                   ,WSWQ
1959,RPI: Percentage change over 1 month - Processed vegetables              ,WSWR
1960,RPI:Percentage change over 12 months - Food and catering                ,CZBJ
1961,RPI:Percentage change over 12 months - all items excluding housing      ,CZBI
1962,RPI All Items: Percentage change over 12 months: Jan 1987=100           ,CZBH
1963,Internal purchasing power of the pound (based on RPI): 1991=100         ,BASX
1964,RPI:Percentage change over 12 months - wines & spirits on sales         ,CZCK
1965,RPI:Percentage change over 12 months - Wines and spirits                ,CZCJ
1966,RPI:Percentage change over 12 months - beer off sales                   ,CZCI
1967,RPI:Percentage change over 12 months - beer on sales                    ,CZCH
1968,RPI:Percentage change over 12 months - Beer                             ,CZCG
1969,RPI:Percentage change over 12 months - Alcoholic drink                  ,CZCF
1970,RPI:Percentage change over 12 months - Take-aways and snacks            ,CZCE
1971,RPI:Percentage change over 12 months - Canteen meals                    ,CZCD
1972,Internal purchasing power of the pound (based on RPI): 1997=100         ,DTUL
1973,RPI:Percentage change over 12 months - Restaurant meals                 ,CZCC
1974,RPI:Percentage change over 12 months - Catering                         ,CZCB
1975,RPI:Percentage change over 12 months - Other foods                      ,CZCA
1976,RPI:Percentage change over 12 months - fresh fruit                      ,CZBZ
1977,RPI:Percentage change over 12 months - Fruit                            ,CZBY
1978,RPI:Percentage change over 12 months - other fresh vegetables           ,CZBX
1979,RPI:Percentage change over 12 months - Vegetables                       ,CZBW
1980,RPI:Percentage change over 12 months - unprocessed potatoes             ,CZBV
1981,RPI:Percentage change over 12 months - Potatoes                         ,CZBU
1982,RPI: Percentage change over 1 month - Wine & spirits on sales           ,SGON
1983,RPI:Percentage change over 12 months - Sweets and chocolates            ,CZBT
1984,RPI:Percentage change over 12 months - Sugar and preserves              ,CZBS
1985,RPI:Percentage change over 12 months - Soft drinks                      ,CZBR
1986,RPI:Percentage change over 12 months - Food excluding seasonal          ,CZBQ
1987,RPI:Percentage change over 12 months - Seasonal food                    ,CZBP
1988,RPI: Percentage change over 1 month - Wine and spirits off sales        ,SGOW
1989,RPI:Percentage change over 12 months - Consumer durables                ,CZBO
1990,RPI:Percentage change over 12 months - Travel and leisure               ,CZBN
1991,RPI:Percentage change over 12 months - Personal expenditure             ,CZBM
1992,RPI:Percentage change over 12 months - Housing and household expenditure,CZBL
1993,RPI:Percentage change over 12 months - Alcohol and tobacco              ,CZBK
1994,"RPI:Percentage change over 12 months - Telephones, telemessages, etc    ",CZDL
1995,RPI:Percentage change over 12 months - Postage                          ,CZDK
1996,RPI:Percentage change over 12 months - Household services               ,CZDJ
1997,RPI:Percentage change over 12 months - Pet care                         ,CZDI
1998,RPI:Percentage change over 12 months - Household consumables            ,CZDH
1999,RPI:Percentage change over 12 months - Other household equipment        ,CZDG
2000,RPI:Percentage change over 12 months - Electrical appliances            ,CZDF
2001,Rossi (January 1987 = 100)                                              ,GUMF
2002,RPI:Percentage change over 12 months - Furnishings                      ,CZDE
2003,RPI:Percentage change over 12 months - Furniture                        ,CZDD
2004,Rossi 1 month change                                                    ,GUMH
2005,RPI:Percentage change over 12 months - Household goods                  ,CZDC
2006,Rossi 12 month change                                                   ,GUMG
2007,RPI:Percentage change over 12 months - Oil and other fuels              ,CZDB
2008,RPI:Percentage change over 12 months - Gas                              ,CZDA
2009,RPI:Percentage change over 12 months - Electricity                      ,CZCZ
2010,RPI:Percentage change over 12 months - Coal and solid fuels             ,CZCY
2011,RPI:Percentage change over 12 months - Fuel and Light                   ,CZCX
2012,RPI:Percentage change over 12 months - Dwelling insurance & ground rent ,CZCW
2013,RPI:Percentage change over 12 months - Do-it yourself materials         ,CZCV
2014,RPI:Percentage change over 12 months - Repairs and maintenance charge   ,CZCU
2015,RPI:Percentage change over 12 months - Water and other payments         ,CZCT
2016,RPI:Percentage change over 12 months - Council tax & Rates              ,CZCS
2017,RPI:Percentage change over 12 months - Mortgage interest payments       ,CZCR
2018,RPI:Percentage change over 12 months - Rent                             ,CZCQ
2019,RPI:Percentage change over 12 months - Housing                          ,CZCP
2020,RPI:Percentage change over 12 months - Other Tobacco                    ,CZCO
2021,RPI:Percentage change over 12 months - Cigarettes                       ,CZCN
